"id","literal","agregacao"
"5789","Percentual de pessoas de 18 anos ou mais de idade que se envolveram em acidente de trânsito no qual tenham sofrido lesões corporais nos últimos 12 meses quando estavam trabalhando, indo ou voltando do trabalho, considerando um intervalo de confiança de 95% - limite inferior","V"
"5790","Percentual de pessoas de 18 anos ou mais de idade que se envolveram em acidente de trânsito no qual tenham sofrido lesões corporais nos últimos 12 meses quando estavam trabalhando, indo ou voltando do trabalho, considerando um intervalo de confiança de 95% - limite superior","V"
"1603","Percentual de pessoas de 18 anos ou mais de idade que se vacinaram pelo menos uma vez contra a COVID-19","V"
"5724","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete como passageiros de motocicleta","V"
"5725","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete como passageiros de motocicleta, considerando um intervalo de confiança de 95% - limite inferior","V"
"5726","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete como passageiros de motocicleta, considerando um intervalo de confiança de 95% - limite superior","V"
"5716","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete quando dirigem motocicleta","V"
"5717","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete quando dirigem motocicleta, considerando um intervalo de confiança de 95% - limite inferior","V"
"5718","Percentual de pessoas de 18 anos ou mais de idade que sempre usam capacete quando dirigem motocicleta, considerando um intervalo de confiança de 95% - limite superior","V"
"11692","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel","V"
"11693","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel, considerando um intervalo de confiança de 95% - limite inferior","V"
"11694","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel, considerando um intervalo de confiança de 95% - limite superior","V"
"5700","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel, van ou táxi","V"
"5701","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel, van ou táxi, considerando um intervalo de confiança de 95% - limite inferior","V"
"5702","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco da frente quando dirigem ou andam de carro/automóvel, van ou táxi, considerando um intervalo de confiança de 95% - limite superior","V"
"11700","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel","V"
"11701","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel, considerando um intervalo de confiança de 95% - limite inferior","V"
"11702","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel, considerando um intervalo de confiança de 95% - limite superior","V"
"5708","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel, van ou táxi","V"
"5709","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel, van ou táxi, considerando um intervalo de confiança de 95% - limite inferior","V"
"5710","Percentual de pessoas de 18 anos ou mais de idade que sempre usam cinto de segurança no banco de trás quando andam de carro/automóvel, van ou táxi, considerando um intervalo de confiança de 95% - limite superior","V"
"5836","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão cometida por bandido, ladrão ou assaltante","V"
"5837","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão cometida por bandido, ladrão ou assaltante, considerando um intervalo de confiança de 95% - limite inferior","V"
"5838","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão cometida por bandido, ladrão ou assaltante, considerando um intervalo de confiança de 95% - limite superior","V"
"5884","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa conhecida nos últimos 12 meses","V"
"5885","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5886","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5828","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses","V"
"5829","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5830","Percentual de pessoas de 18 anos ou mais de idade que sofreram alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11458","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência física nos últimos 12 meses","V"
"11459","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência física nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"11460","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência física nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11396","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses","V"
"11404","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e que deixaram de realizar suas atividades habituais em decorrência dessa violência","V"
"11405","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e que deixaram de realizar suas atividades habituais em decorrência dessa violência, considerando um intervalo de confiança de 95% - limite inferior","V"
"11406","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e que deixaram de realizar suas atividades habituais em decorrência dessa violência, considerando um intervalo de confiança de 95% - limite superior","V"
"11412","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e tiveram alguma consequência para a saúde","V"
"11413","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e tiveram alguma consequência para a saúde, considerando um intervalo de confiança de 95% - limite inferior","V"
"11414","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses e tiveram alguma consequência para a saúde, considerando um intervalo de confiança de 95% - limite superior","V"
"11397","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"11398","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11428","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, procuraram e receberam algum atendimento médico","V"
"11429","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, procuraram e receberam algum atendimento médico, considerando um intervalo de confiança de 95% - limite inferior","V"
"11430","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, procuraram e receberam algum atendimento médico, considerando um intervalo de confiança de 95% - limite superior","V"
"11420","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, tiveram alguma consequência para a saúde e procuraram algum atendimento médico","V"
"11421","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, tiveram alguma consequência para a saúde e procuraram algum atendimento médico, considerando um intervalo de confiança de 95% - limite inferior","V"
"11422","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência nos últimos 12 meses, tiveram alguma consequência para a saúde e procuraram algum atendimento médico, considerando um intervalo de confiança de 95% - limite superior","V"
"5892","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses","V"
"5893","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5894","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5916","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão","V"
"5917","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão, considerando um intervalo de confiança de 95% - limite inferior","V"
"5918","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão, considerando um intervalo de confiança de 95% - limite superior","V"
"5908","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses","V"
"5909","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5910","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5900","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses","V"
"5901","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5902","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5924","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses","V"
"5925","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5926","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa conhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa conhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5844","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses","V"
"5845","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5846","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que deixaram de realizar quaisquer de suas atividades habituais devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5868","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão,","V"
"5869","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão, considerando um intervalo de confiança de 95% - limite inferior","V"
"5870","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que precisaram ser internadas por 24 horas ou mais devido à violência ou agressão, considerando um intervalo de confiança de 95% - limite superior","V"
"5860","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses","V"
"5861","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5862","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que receberam algum tipo de assistência de saúde devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5852","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses","V"
"5853","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5854","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma lesão corporal devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"5876","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses","V"
"5877","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5878","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência ou agressão de pessoa desconhecida nos últimos 12 meses e que tiveram alguma sequela ou incapacidade devido à violência ou agressão, em relação as que referiram ter sofrido alguma violência ou agressão de pessoa desconhecida nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11445","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência psicológica nos últimos 12 meses","V"
"11446","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência psicológica nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"11447","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência psicológica nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11482","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual alguma vez na vida","V"
"11483","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual alguma vez na vida, considerando um intervalo de confiança de 95% - limite inferior","V"
"11484","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual alguma vez na vida, considerando um intervalo de confiança de 95% - limite superior","V"
"11470","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual nos últimos 12 meses","V"
"11471","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"11472","Percentual de pessoas de 18 anos ou mais de idade que sofreram violência sexual nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11005","Percentual de pessoas de 18 anos ou mais de idade que substituem o almoço por sanduíches, salgados ou pizzas regularmente","V"
"11006","Percentual de pessoas de 18 anos ou mais de idade que substituem o almoço por sanduíches, salgados ou pizzas regularmente, considerando um intervalo de confiança de 95% - limite inferior","V"
"11007","Percentual de pessoas de 18 anos ou mais de idade que substituem o almoço por sanduíches, salgados ou pizzas regularmente, considerando um intervalo de confiança de 95% - limite superior","V"
"4361","Percentual de pessoas de 18 anos ou mais de idade que substituem pelo menos uma das refeições por sanduíches, salgados ou pizzas regularmente","V"
"4362","Percentual de pessoas de 18 anos ou mais de idade que substituem pelo menos uma das refeições por sanduíches, salgados ou pizzas regularmente, considerando um intervalo de confiança de 95% - limite inferior","V"
"4363","Percentual de pessoas de 18 anos ou mais de idade que substituem pelo menos uma das refeições por sanduíches, salgados ou pizzas regularmente, considerando um intervalo de confiança de 95% - limite superior","V"
"5561","Percentual de pessoas de 18 anos ou mais de idade que têm grau intenso ou muito intenso de dificuldade para se alimentar por problemas nos dentes ou dentadura","V"
"5562","Percentual de pessoas de 18 anos ou mais de idade que têm grau intenso ou muito intenso de dificuldade para se alimentar por problemas nos dentes ou dentadura, considerando um intervalo de confiança de 95% - limite inferior","V"
"5563","Percentual de pessoas de 18 anos ou mais de idade que têm grau intenso ou muito intenso de dificuldade para se alimentar por problemas nos dentes ou dentadura, considerando um intervalo de confiança de 95% - limite superior","V"
"4768","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 1 (de acordo com a versão resumida da escala de Rose)","V"
"4769","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 1 (de acordo com a versão resumida da escala de Rose), considerando um intervalo de confiança de 95% - limite inferior","V"
"4770","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 1 (de acordo com a versão resumida da escala de Rose), considerando um intervalo de confiança de 95% - limite superior","V"
"4762","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 2 (de acordo com a versão resumida da escala de Rose)","V"
"4763","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 2 (de acordo com a versão resumida da escala de Rose), considerando um intervalo de confiança de 95% - limite inferior","V"
"4764","Percentual de pessoas de 18 anos ou mais de idade que têm sintomas de angina no grau 2 (de acordo com a versão resumida da escala de Rose), considerando um intervalo de confiança de 95% - limite superior","V"
"11655","Percentual de pessoas de 18 anos ou mais de idade que tinham o domicílio cadastrado em unidade de saúde da família e que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista","V"
"11656","Percentual de pessoas de 18 anos ou mais de idade que tinham o domicílio cadastrado em unidade de saúde da família e que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite inferior","V"
"11657","Percentual de pessoas de 18 anos ou mais de idade que tinham o domicílio cadastrado em unidade de saúde da família e que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite superior","V"
"11522","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trabalho ocorrido nos últimos 12 meses","V"
"11523","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trabalho ocorrido nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"11524","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trabalho ocorrido nos últimos 12 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"11514","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trânsito nos últimos 12 meses e receberam atendimento de saúde","V"
"11515","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trânsito nos últimos 12 meses e receberam atendimento de saúde, considerando um intervalo de confiança de 95% - limite inferior","V"
"11516","Percentual de pessoas de 18 anos ou mais de idade que tiveram sequela física permanente em decorrência de acidente de trânsito nos últimos 12 meses e receberam atendimento de saúde, considerando um intervalo de confiança de 95% - limite superior","V"
"11182","Percentual de pessoas de 18 anos ou mais de idade que tomaram todos os medicamentos receitados para controlar a hipertensão nas duas últimas semanas anteriores à data da pesquisa, no total de pessoas que referem diagnóstico médico de hipertensão arterial","V"
"11183","Percentual de pessoas de 18 anos ou mais de idade que tomaram todos os medicamentos receitados para controlar a hipertensão nas duas últimas semanas anteriores à data da pesquisa, no total de pessoas que referem diagnóstico médico de hipertensão arterial, considerando um intervalo de confiança de 95% - limite inferior","V"
"11184","Percentual de pessoas de 18 anos ou mais de idade que tomaram todos os medicamentos receitados para controlar a hipertensão nas duas últimas semanas anteriores à data da pesquisa, no total de pessoas que referem diagnóstico médico de hipertensão arterial, considerando um intervalo de confiança de 95% - limite superior","V"
"5545","Percentual de pessoas de 18 anos ou mais de idade que trocam a escova de dente por uma nova com menos de 3 meses","V"
"5546","Percentual de pessoas de 18 anos ou mais de idade que trocam a escova de dente por uma nova com menos de 3 meses, considerando um intervalo de confiança de 95% - limite inferior","V"
"5547","Percentual de pessoas de 18 anos ou mais de idade que trocam a escova de dente por uma nova com menos de 3 meses, considerando um intervalo de confiança de 95% - limite superior","V"
"4744","Percentual de pessoas de 18 anos ou mais de idade que usam algum recurso (bengala, muleta, cadeira de rodas ou outro equipamento) para se locomover","V"
"4745","Percentual de pessoas de 18 anos ou mais de idade que usam algum recurso (bengala, muleta, cadeira de rodas ou outro equipamento) para se locomover, considerando um intervalo de confiança de 95% - limite inferior","V"
"4746","Percentual de pessoas de 18 anos ou mais de idade que usam algum recurso (bengala, muleta, cadeira de rodas ou outro equipamento) para se locomover, considerando um intervalo de confiança de 95% - limite superior","V"
"5601","Percentual de pessoas de 18 anos ou mais de idade que usam algum tipo de prótese dentária","V"
"5602","Percentual de pessoas de 18 anos ou mais de idade que usam algum tipo de prótese dentária, considerando um intervalo de confiança de 95% - limite inferior","V"
"5603","Percentual de pessoas de 18 anos ou mais de idade que usam algum tipo de prótese dentária, considerando um intervalo de confiança de 95% - limite superior","V"
"5537","Percentual de pessoas de 18 anos ou mais de idade que usam escova de dente, pasta de dente e fio dental para a limpeza dos dentes","V"
"5538","Percentual de pessoas de 18 anos ou mais de idade que usam escova de dente, pasta de dente e fio dental para a limpeza dos dentes, considerando um intervalo de confiança de 95% - limite inferior","V"
"5539","Percentual de pessoas de 18 anos ou mais de idade que usam escova de dente, pasta de dente e fio dental para a limpeza dos dentes, considerando um intervalo de confiança de 95% - limite superior","V"
"11149","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde cuja avaliação é de Alto Escore Geral da Atenção Primária à Saúde (>=6.6) nos últimos seis meses antes da data da entrevista","V"
"11150","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde cuja avaliação é de Alto Escore Geral da Atenção Primária à Saúde (>=6.6) nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite inferior","V"
"11151","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde cuja avaliação é de Alto Escore Geral da Atenção Primária à Saúde (>=6.6) nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite superior","V"
"10954","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista","V"
"10955","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite inferior","V"
"10956","Percentual de pessoas de 18 anos ou mais de idade que utilizaram algum serviço da Atenção Primária de Saúde, nos últimos seis meses antes da data da entrevista, considerando um intervalo de confiança de 95% - limite superior","V"
"4144","Percentual de pessoas de 18 anos ou mais de idade usuárias atuais de produtos derivados do tabaco","V"
"4145","Percentual de pessoas de 18 anos ou mais de idade usuárias atuais de produtos derivados do tabaco, considerando um intervalo de confiança de 95% - limite inferior","V"
"4147","Percentual de pessoas de 18 anos ou mais de idade usuárias atuais de produtos derivados do tabaco, considerando um intervalo de confiança de 95% - limite superior","V"
"11196","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com médico especialista, no total de pessoas que referem diagnóstico médico de diabetes e receberam atendimento médico","V"
"11197","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com médico especialista, no total de pessoas que referem diagnóstico médico de diabetes e receberam atendimento médico, considerando um intervalo de confiança de 95% - limite inferior","V"
"11198","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com médico especialista, no total de pessoas que referem diagnóstico médico de diabetes e receberam atendimento médico, considerando um intervalo de confiança de 95% - limite superior","V"
"11204","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com profissional de saúde mental no total de pessoas que referem diagnóstico de depressão","V"
"11205","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com profissional de saúde mental no total de pessoas que referem diagnóstico de depressão, considerando um intervalo de confiança de 95% - limite inferior","V"
"11206","Percentual de pessoas de 18 anos ou mais que foram a todas as consultas com profissional de saúde mental no total de pessoas que referem diagnóstico de depressão, considerando um intervalo de confiança de 95% - limite superior","V"
"11228","Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial e tiveram exames solicitados","V"
"11229","Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial e tiveram exames solicitados, considerando um intervalo de confiança de 95% - limite inferior","V"
"11230","Percentual de pessoas de 18 anos ou mais que referem diagnóstico médico de hipertensão arterial e tiveram exames solicitados, considerando um intervalo de confiança de 95% - limite superior","V"
"11013","Percentual de pessoas de 18 anos ou mais que referiram consumir cinco ou mais grupos de alimentos não ou minimamente processados protetores para doenças crônicas no dia anterior à entrevista","V"
"11014","Percentual de pessoas de 18 anos ou mais que referiram consumir cinco ou mais grupos de alimentos não ou minimamente processados protetores para doenças crônicas no dia anterior à entrevista, considerando um intervalo de confiança de 95% - limite inferior","V"
"11015","Percentual de pessoas de 18 anos ou mais que referiram consumir cinco ou mais grupos de alimentos não ou minimamente processados protetores para doenças crônicas no dia anterior à entrevista, considerando um intervalo de confiança de 95% - limite superior","V"
"11021","Percentual de pessoas de 18 anos ou mais que referiram consumir cinco ou mais grupos de alimentos ultraprocessados no dia anterior à entrevista","V"
"11022","Percentual de pessoas de 18 anos ou mais que referiram consumir cinco ou mais grupos de alimentos ultraprocessados no dia anterior à entrevista, considerando um intervalo de confiança de 95% - limite inferior","V"
